id,date,price,zipcode,lat,long,sn_compra,condition_type,sell_price,profit,season,regional_median
3626039271,2015-02-05,585000.0,98117,47.6989,-122.369,n,regular,0.0,0.0,winter,542500.0
4217401195,2015-03-03,920000.0,98105,47.6571,-122.281,n,regular,0.0,0.0,spring,675000.0
9822700295,2014-05-12,885000.0,98105,47.6597,-122.29,n,regular,0.0,0.0,spring,675000.0
9478500640,2014-08-19,292500.0,98042,47.3663,-122.114,n,regular,0.0,0.0,summer,292500.0
2799800710,2015-04-07,301000.0,98042,47.3663,-122.122,n,regular,0.0,0.0,spring,292500.0
7922800400,2014-08-27,951000.0,98008,47.588,-122.116,n,regular,0.0,0.0,summer,545000.0
8079040320,2015-02-23,430000.0,98059,47.5059,-122.149,n,regular,0.0,0.0,winter,435000.0
1516000055,2014-12-10,650000.0,98166,47.4336,-122.339,n,regular,0.0,0.0,winter,390000.0
9558200045,2014-08-28,289000.0,98148,47.4366,-122.335,n,regular,0.0,0.0,summer,274000.0
5072410070,2014-10-21,505000.0,98166,47.4428,-122.344,n,good,0.0,0.0,fall,390000.0
9528102996,2014-12-07,549000.0,98115,47.6765,-122.32,n,regular,0.0,0.0,winter,564750.0
1189001180,2014-06-03,425000.0,98122,47.6113,-122.297,n,regular,0.0,0.0,summer,574000.0
3253500160,2014-11-20,317625.0,98144,47.5747,-122.304,y,good,0.0,0.0,fall,450000.0
3394100030,2014-09-09,975000.0,98004,47.5815,-122.192,n,regular,0.0,0.0,fall,1150000.0
3717000160,2014-10-09,287000.0,98001,47.3378,-122.257,n,regular,0.0,0.0,fall,260000.0
1274500060,2014-08-25,204000.0,98042,47.3621,-122.11,n,regular,0.0,0.0,summer,292500.0
1802000060,2014-06-12,1325000.0,98004,47.6303,-122.215,n,regular,0.0,0.0,summer,1150000.0
1525059190,2014-09-12,1040000.0,98005,47.6525,-122.16,n,regular,0.0,0.0,fall,765475.0
1049000060,2015-01-05,325000.0,98034,47.7362,-122.179,n,regular,0.0,0.0,winter,445000.0
8820901275,2014-06-10,571000.0,98125,47.7168,-122.287,n,good,0.0,0.0,summer,425000.0
5416510140,2014-07-10,360000.0,98038,47.3608,-122.036,n,regular,0.0,0.0,summer,342000.0
3444100400,2015-03-16,349000.0,98042,47.3511,-122.073,n,good,0.0,0.0,spring,292500.0
3276920270,2014-11-05,832500.0,98075,47.5822,-121.987,n,regular,0.0,0.0,fall,739999.5
4036801170,2014-10-13,380000.0,98008,47.6034,-122.125,n,regular,0.0,0.0,fall,545000.0
2391600320,2015-04-20,480000.0,98116,47.5636,-122.394,n,regular,0.0,0.0,spring,565500.0
6300000287,2014-06-09,410000.0,98133,47.7073,-122.34,n,regular,0.0,0.0,summer,373000.0
1531000030,2015-03-23,720000.0,98010,47.342,-122.025,n,regular,0.0,0.0,spring,359999.0
5104520400,2014-12-02,390000.0,98038,47.3512,-122.008,n,regular,0.0,0.0,winter,342000.0
7437100340,2014-12-22,360000.0,98038,47.349,-122.031,n,regular,0.0,0.0,winter,342000.0
9418400240,2014-10-28,355000.0,98118,47.5474,-122.291,n,regular,0.0,0.0,fall,366000.0
1523059105,2015-01-28,356000.0,98059,47.4811,-122.149,n,regular,0.0,0.0,winter,435000.0
1133000671,2014-06-02,315000.0,98125,47.7264,-122.31,n,regular,0.0,0.0,summer,425000.0
4232902595,2014-11-14,940000.0,98119,47.6337,-122.365,n,regular,0.0,0.0,fall,744975.0
2599001200,2014-11-03,305000.0,98092,47.2909,-122.189,y,good,0.0,0.0,fall,309780.0
3342103156,2014-06-18,461000.0,98056,47.5228,-122.199,n,regular,0.0,0.0,summer,380000.0
1332700270,2014-05-19,215000.0,98056,47.518,-122.194,n,regular,0.0,0.0,spring,380000.0
3869900162,2014-09-04,335000.0,98136,47.5394,-122.387,n,regular,0.0,0.0,fall,489950.0
2791500270,2014-05-22,243500.0,98023,47.2897,-122.372,n,regular,0.0,0.0,spring,268750.0
5036300431,2015-03-11,1099880.0,98199,47.6506,-122.391,n,regular,0.0,0.0,spring,687400.0
4168000060,2015-02-26,153000.0,98023,47.322,-122.351,n,regular,0.0,0.0,winter,268750.0
6021501535,2014-07-25,430000.0,98117,47.687,-122.386,n,regular,0.0,0.0,summer,542500.0
1483300570,2014-09-08,905000.0,98040,47.5873,-122.249,n,regular,0.0,0.0,fall,993750.0
3422049190,2015-03-30,247500.0,98032,47.3576,-122.277,n,regular,0.0,0.0,spring,249000.0
1099611230,2014-09-12,199000.0,98023,47.3036,-122.378,n,regular,0.0,0.0,fall,268750.0
722079104,2014-07-11,314000.0,98038,47.4109,-121.958,y,good,0.0,0.0,summer,342000.0
7338200240,2014-05-16,437500.0,98045,47.4838,-121.714,n,regular,0.0,0.0,spring,399500.0
1952200240,2014-06-11,850830.0,98102,47.6415,-122.315,n,good,0.0,0.0,summer,720000.0
5200100125,2014-10-27,555000.0,98117,47.6775,-122.372,n,regular,0.0,0.0,fall,542500.0
7214720075,2014-12-12,699950.0,98077,47.7731,-122.08,n,regular,0.0,0.0,winter,652475.0
2450000295,2014-10-07,1088000.0,98004,47.5814,-122.196,n,regular,0.0,0.0,fall,1150000.0
6197800045,2014-09-24,290000.0,98058,47.4375,-122.184,n,regular,0.0,0.0,fall,335000.0
1328310370,2015-04-02,375000.0,98058,47.4431,-122.133,n,regular,0.0,0.0,spring,335000.0
546000875,2014-05-23,460000.0,98117,47.6878,-122.38,n,regular,0.0,0.0,spring,542500.0
3530510041,2014-07-23,188500.0,98198,47.3813,-122.322,n,regular,0.0,0.0,summer,265000.0
1853000400,2015-03-05,680000.0,98077,47.7304,-122.082,n,regular,0.0,0.0,spring,652475.0
3134100116,2014-08-27,470000.0,98052,47.6417,-122.109,n,regular,0.0,0.0,summer,615000.0
9545230140,2014-07-25,597750.0,98027,47.5386,-122.053,n,regular,0.0,0.0,summer,571000.0
3362400511,2015-03-04,570000.0,98103,47.6823,-122.349,n,good,0.0,0.0,spring,550000.0
2525310310,2014-09-16,272500.0,98038,47.3624,-122.031,n,regular,0.0,0.0,fall,342000.0
6126500060,2014-11-24,329950.0,98108,47.5474,-122.295,n,regular,0.0,0.0,fall,345000.0
8961960160,2014-10-28,480000.0,98001,47.3183,-122.253,n,regular,0.0,0.0,fall,260000.0
3626039325,2014-11-21,740500.0,98117,47.6981,-122.368,n,regular,0.0,0.0,fall,542500.0
3362400431,2014-06-26,518500.0,98103,47.6824,-122.347,n,regular,0.0,0.0,summer,550000.0
4060000240,2014-06-23,205425.0,98178,47.5009,-122.248,n,regular,0.0,0.0,summer,279000.0
3454800060,2015-01-08,171800.0,98168,47.4965,-122.303,n,regular,0.0,0.0,winter,237000.0
1695900060,2015-05-11,535000.0,98144,47.587,-122.294,n,regular,0.0,0.0,spring,450000.0
7278700070,2015-01-02,660000.0,98177,47.7728,-122.386,n,regular,0.0,0.0,winter,557000.0
6675500070,2014-11-19,391500.0,98034,47.7288,-122.226,n,regular,0.0,0.0,fall,445000.0
3626039187,2015-04-06,395000.0,98117,47.6999,-122.364,n,regular,0.0,0.0,spring,542500.0
3524049083,2014-11-04,445000.0,98118,47.5299,-122.266,n,good,0.0,0.0,fall,366000.0
3275860240,2014-06-18,770000.0,98052,47.6897,-122.098,n,regular,0.0,0.0,summer,615000.0
4389200955,2015-03-02,1450000.0,98004,47.6141,-122.212,n,regular,0.0,0.0,spring,1150000.0
4058801670,2014-07-17,445000.0,98178,47.5091,-122.244,n,regular,0.0,0.0,summer,279000.0
8732020310,2014-07-17,260000.0,98023,47.3129,-122.39,n,regular,0.0,0.0,summer,268750.0
2331300505,2014-06-13,822500.0,98103,47.6763,-122.352,n,good,0.0,0.0,summer,550000.0
7853210060,2015-04-06,430000.0,98065,47.5319,-121.85,n,regular,0.0,0.0,spring,500000.0
3668000070,2015-01-05,212000.0,98092,47.2761,-122.152,n,regular,0.0,0.0,winter,309780.0
9545240070,2015-04-28,660500.0,98027,47.5343,-122.054,n,regular,0.0,0.0,spring,571000.0
1243100136,2014-06-12,784000.0,98052,47.697,-122.072,n,regular,0.0,0.0,summer,615000.0
8929000270,2014-05-12,453246.0,98029,47.5517,-121.998,n,regular,0.0,0.0,spring,574500.0
2767602356,2015-01-26,675000.0,98107,47.6734,-122.38,n,regular,0.0,0.0,winter,529950.0
921049315,2014-08-13,199000.0,98003,47.3257,-122.296,n,regular,0.0,0.0,summer,266500.0
3655000070,2014-08-05,220000.0,98003,47.3309,-122.299,n,regular,0.0,0.0,summer,266500.0
4027700812,2014-05-29,452000.0,98028,47.7689,-122.266,n,regular,0.0,0.0,spring,442500.0
3992700335,2014-07-07,382500.0,98125,47.7135,-122.287,n,regular,0.0,0.0,summer,425000.0
2767603505,2014-05-07,519950.0,98107,47.6722,-122.381,n,regular,0.0,0.0,spring,529950.0
4232901525,2014-06-27,665000.0,98119,47.6338,-122.358,n,regular,0.0,0.0,summer,744975.0
1777500060,2014-07-08,527700.0,98006,47.5707,-122.128,n,regular,0.0,0.0,summer,760000.0
1432900240,2015-05-08,205000.0,98058,47.4563,-122.171,n,regular,0.0,0.0,spring,335000.0
6140100875,2015-04-15,420000.0,98133,47.7144,-122.351,n,regular,0.0,0.0,spring,373000.0
6071600370,2015-02-27,500000.0,98006,47.5495,-122.174,n,regular,0.0,0.0,winter,760000.0
1526069017,2014-12-03,921500.0,98077,47.7421,-122.026,n,regular,0.0,0.0,winter,652475.0
809001525,2014-06-25,890000.0,98109,47.6354,-122.353,n,regular,0.0,0.0,summer,736000.0
3224079105,2014-08-06,430000.0,98027,47.5262,-121.943,n,regular,0.0,0.0,summer,571000.0
8075400570,2014-10-30,258000.0,98032,47.3887,-122.286,n,regular,0.0,0.0,fall,249000.0
1994200024,2014-11-04,511000.0,98103,47.6873,-122.336,n,regular,0.0,0.0,fall,550000.0
3362900810,2014-08-20,532170.0,98103,47.6838,-122.353,n,regular,0.0,0.0,summer,550000.0
1324300398,2015-04-09,560000.0,98107,47.655,-122.359,n,regular,0.0,0.0,spring,529950.0
537000445,2015-03-31,282950.0,98003,47.3255,-122.304,n,regular,0.0,0.0,spring,266500.0
7855801670,2015-04-01,2250000.0,98006,47.562,-122.162,n,regular,0.0,0.0,spring,760000.0
7920100045,2014-05-16,350000.0,98115,47.679,-122.3,n,regular,0.0,0.0,spring,564750.0
8960000030,2014-07-28,215000.0,98058,47.4479,-122.176,n,regular,0.0,0.0,summer,335000.0
6388930390,2014-11-20,650000.0,98056,47.525,-122.172,n,regular,0.0,0.0,fall,380000.0
8731900200,2014-08-07,320000.0,98023,47.3135,-122.369,n,regular,0.0,0.0,summer,268750.0
8029200135,2014-11-13,247000.0,98022,47.2086,-121.996,n,regular,0.0,0.0,fall,279500.0
1081200350,2014-10-03,320000.0,98059,47.4715,-122.118,n,regular,0.0,0.0,fall,435000.0
84000105,2014-05-07,255000.0,98146,47.4877,-122.335,n,regular,0.0,0.0,spring,309000.0
3756500060,2015-03-09,438000.0,98034,47.7171,-122.193,n,regular,0.0,0.0,spring,445000.0
7215720160,2015-03-04,900000.0,98075,47.6012,-122.023,n,regular,0.0,0.0,spring,739999.5
3574800520,2014-06-20,441000.0,98034,47.7319,-122.224,n,regular,0.0,0.0,summer,445000.0
2617300160,2014-08-12,420000.0,98027,47.4582,-122.023,n,regular,0.0,0.0,summer,571000.0
2558660270,2014-12-08,370000.0,98034,47.7209,-122.168,n,regular,0.0,0.0,winter,445000.0
2009000370,2015-02-19,269950.0,98198,47.408,-122.327,n,good,0.0,0.0,winter,265000.0
1836980160,2015-03-24,807100.0,98006,47.565,-122.125,n,regular,0.0,0.0,spring,760000.0
3261020370,2014-06-05,653000.0,98034,47.7028,-122.231,n,regular,0.0,0.0,summer,445000.0
1755700060,2014-06-11,371500.0,98133,47.7458,-122.331,y,good,0.0,0.0,summer,373000.0
4330600435,2015-03-16,284000.0,98166,47.4776,-122.337,n,regular,0.0,0.0,spring,390000.0
9542800700,2015-01-02,272000.0,98023,47.3026,-122.374,n,regular,0.0,0.0,winter,268750.0
1999700045,2014-05-02,313000.0,98133,47.7658,-122.339,n,regular,0.0,0.0,spring,373000.0
1762600070,2015-01-16,917500.0,98033,47.6477,-122.182,n,regular,0.0,0.0,winter,678000.0
1687900520,2014-09-29,673000.0,98006,47.5619,-122.125,n,regular,0.0,0.0,fall,760000.0
7234600798,2015-02-10,425000.0,98122,47.6106,-122.31,n,regular,0.0,0.0,winter,574000.0
3881900445,2014-07-09,399950.0,98144,47.5868,-122.308,n,regular,0.0,0.0,summer,450000.0
2254502445,2014-05-30,385000.0,98122,47.6101,-122.307,n,regular,0.0,0.0,spring,574000.0
5437810320,2014-11-17,269950.0,98022,47.1976,-121.999,n,regular,0.0,0.0,fall,279500.0
9158100075,2015-01-07,330000.0,98177,47.7224,-122.358,n,regular,0.0,0.0,winter,557000.0
3830630310,2014-07-25,260000.0,98030,47.3505,-122.179,n,regular,0.0,0.0,summer,282510.0
8123100045,2015-04-14,470000.0,98126,47.5384,-122.376,n,regular,0.0,0.0,spring,395750.0
3127200041,2014-06-13,589000.0,98034,47.7044,-122.2,n,good,0.0,0.0,summer,445000.0
6661200320,2014-07-23,163500.0,98038,47.3848,-122.039,n,regular,0.0,0.0,summer,342000.0
11510310,2014-09-05,835000.0,98052,47.6993,-122.102,n,regular,0.0,0.0,fall,615000.0
825059270,2014-11-21,1095000.0,98033,47.6627,-122.188,n,regular,0.0,0.0,fall,678000.0
8731951370,2015-04-15,269000.0,98023,47.3099,-122.379,n,regular,0.0,0.0,spring,268750.0
1954440060,2014-05-05,560000.0,98074,47.62,-122.043,n,regular,0.0,0.0,spring,645000.0
2264500350,2015-04-18,615000.0,98103,47.65,-122.34,n,regular,0.0,0.0,spring,550000.0
1115810060,2014-12-05,585188.0,98052,47.6647,-122.153,n,regular,0.0,0.0,winter,615000.0
9477200200,2014-08-18,305000.0,98034,47.726,-122.191,n,regular,0.0,0.0,summer,445000.0
1432600560,2014-11-05,166950.0,98058,47.4616,-122.184,n,regular,0.0,0.0,fall,335000.0
2287000060,2014-09-12,799000.0,98040,47.5505,-122.219,n,regular,0.0,0.0,fall,993750.0
3663500060,2014-06-25,400000.0,98133,47.7606,-122.336,n,regular,0.0,0.0,summer,373000.0
3996900125,2014-12-01,230000.0,98155,47.7481,-122.3,n,regular,0.0,0.0,winter,374000.0
7796450200,2014-05-15,256883.0,98023,47.2779,-122.347,n,regular,0.0,0.0,spring,268750.0
7549802535,2014-11-11,423000.0,98108,47.5511,-122.312,n,good,0.0,0.0,fall,345000.0
3278600320,2014-07-23,465000.0,98126,47.5488,-122.372,n,regular,0.0,0.0,summer,395750.0
2824079053,2015-01-13,440000.0,98024,47.5385,-121.911,n,regular,0.0,0.0,winter,462500.0
1222069094,2014-10-14,385000.0,98038,47.4058,-121.994,n,regular,0.0,0.0,fall,342000.0
3542300060,2015-03-11,210000.0,98056,47.5093,-122.184,n,regular,0.0,0.0,spring,380000.0
2222059065,2014-11-12,297000.0,98042,47.3777,-122.165,n,regular,0.0,0.0,fall,292500.0
7551300060,2014-07-16,470000.0,98107,47.675,-122.394,n,regular,0.0,0.0,summer,529950.0
100600550,2014-08-04,226500.0,98023,47.3025,-122.37,n,regular,0.0,0.0,summer,268750.0
3211100860,2015-03-03,274250.0,98059,47.4787,-122.158,n,regular,0.0,0.0,spring,435000.0
3456000310,2014-08-04,840000.0,98040,47.5378,-122.219,n,regular,0.0,0.0,summer,993750.0
9526600140,2014-09-19,677900.0,98052,47.7073,-122.114,n,regular,0.0,0.0,fall,615000.0
7465900060,2015-02-05,425000.0,98116,47.5733,-122.381,n,regular,0.0,0.0,winter,565500.0
1222000055,2014-11-23,180250.0,98166,47.4604,-122.339,n,regular,0.0,0.0,fall,390000.0
6300000550,2014-07-17,464000.0,98133,47.7067,-122.343,n,regular,0.0,0.0,summer,373000.0
2310030510,2015-04-22,320000.0,98038,47.354,-122.047,n,regular,0.0,0.0,spring,342000.0
1025049114,2014-07-17,625504.0,98105,47.6647,-122.284,n,regular,0.0,0.0,summer,675000.0
8677300550,2014-05-15,592500.0,98074,47.6143,-122.017,n,regular,0.0,0.0,spring,645000.0
4014400292,2015-01-14,465000.0,98001,47.3185,-122.275,n,regular,0.0,0.0,winter,260000.0
1102000196,2014-05-27,477000.0,98118,47.5458,-122.268,n,regular,0.0,0.0,spring,366000.0
257000138,2015-01-15,280000.0,98168,47.4889,-122.299,n,regular,0.0,0.0,winter,237000.0
46100204,2015-02-21,1505000.0,98040,47.5673,-122.21,n,regular,0.0,0.0,winter,993750.0
1909600046,2014-07-03,445838.0,98146,47.5133,-122.379,n,regular,0.0,0.0,summer,309000.0
1250202145,2014-08-28,1072000.0,98144,47.5884,-122.291,n,regular,0.0,0.0,summer,450000.0
7611200125,2014-10-23,467000.0,98177,47.7145,-122.367,n,regular,0.0,0.0,fall,557000.0
5611500140,2014-08-22,686000.0,98075,47.5836,-122.026,n,regular,0.0,0.0,summer,739999.5
7138000260,2014-06-05,279950.0,98198,47.398,-122.299,n,regular,0.0,0.0,summer,265000.0
626059335,2014-09-04,527000.0,98011,47.7663,-122.215,n,regular,0.0,0.0,fall,470000.0
1922059282,2014-09-18,325000.0,98030,47.3758,-122.217,n,regular,0.0,0.0,fall,282510.0
705700390,2014-09-03,328000.0,98038,47.3828,-122.023,n,regular,0.0,0.0,fall,342000.0
7454001200,2014-06-04,390000.0,98146,47.5123,-122.373,n,good,0.0,0.0,summer,309000.0
8682281200,2015-03-09,479950.0,98053,47.7076,-122.013,n,regular,0.0,0.0,spring,635000.0
7972000200,2014-05-29,264950.0,98023,47.2922,-122.371,n,regular,0.0,0.0,spring,268750.0
722059070,2015-01-15,235000.0,98031,47.4075,-122.214,n,regular,0.0,0.0,winter,288200.0
7202340400,2015-03-03,516500.0,98053,47.6794,-122.034,n,regular,0.0,0.0,spring,635000.0
8096000060,2015-04-13,655000.0,98166,47.4497,-122.375,n,regular,0.0,0.0,spring,390000.0
2424000060,2014-06-16,500000.0,98059,47.5218,-122.164,n,good,0.0,0.0,summer,435000.0
9264902050,2014-11-21,315000.0,98023,47.3103,-122.339,n,regular,0.0,0.0,fall,268750.0
943100260,2014-11-20,213000.0,98024,47.5687,-121.899,n,regular,0.0,0.0,fall,462500.0
3677400445,2014-09-02,475000.0,98108,47.5575,-122.303,n,good,0.0,0.0,fall,345000.0
1762600320,2014-06-10,1025000.0,98033,47.6489,-122.183,n,regular,0.0,0.0,summer,678000.0
4058000060,2015-04-09,416000.0,98010,47.3459,-121.95,n,good,0.0,0.0,spring,359999.0
7228500560,2015-03-20,410000.0,98122,47.6136,-122.303,n,regular,0.0,0.0,spring,574000.0
326069104,2014-07-01,800000.0,98077,47.7641,-122.023,n,regular,0.0,0.0,summer,652475.0
5152100060,2014-05-29,472000.0,98003,47.3376,-122.324,n,regular,0.0,0.0,spring,266500.0
3584000310,2014-12-08,225000.0,98003,47.3173,-122.319,n,regular,0.0,0.0,winter,266500.0
8150100045,2014-10-01,210000.0,98126,47.5308,-122.376,n,regular,0.0,0.0,fall,395750.0
1868901275,2015-01-27,455000.0,98115,47.6727,-122.299,n,bad,0.0,0.0,winter,564750.0
6131600075,2015-04-27,225000.0,98002,47.3221,-122.216,n,regular,0.0,0.0,spring,235000.0
9468200125,2014-08-26,480000.0,98103,47.6779,-122.353,n,regular,0.0,0.0,summer,550000.0
8029510030,2015-02-12,363000.0,98023,47.3076,-122.395,n,regular,0.0,0.0,winter,268750.0
2025069065,2014-09-29,2400000.0,98074,47.6338,-122.072,n,regular,0.0,0.0,fall,645000.0
7899800890,2015-02-26,181000.0,98106,47.5218,-122.357,n,regular,0.0,0.0,winter,314250.0
3021059276,2015-03-14,250000.0,98002,47.2785,-122.213,n,regular,0.0,0.0,spring,235000.0
3797001895,2015-04-22,481000.0,98103,47.6846,-122.345,n,regular,0.0,0.0,spring,550000.0
3832710960,2014-09-23,260000.0,98032,47.3656,-122.278,n,regular,0.0,0.0,fall,249000.0
1310430400,2014-05-13,455000.0,98058,47.4369,-122.111,n,regular,0.0,0.0,spring,335000.0
1422300030,2015-04-01,415000.0,98045,47.4616,-121.711,n,regular,0.0,0.0,spring,399500.0
1105000588,2015-04-21,349500.0,98118,47.5405,-122.27,n,regular,0.0,0.0,spring,366000.0
3830630060,2014-09-29,245000.0,98030,47.3507,-122.178,n,regular,0.0,0.0,fall,282510.0
5101404898,2014-05-19,592500.0,98115,47.6979,-122.32,n,good,0.0,0.0,spring,564750.0
7972601890,2014-10-20,385000.0,98106,47.5278,-122.345,n,regular,0.0,0.0,fall,314250.0
5127001620,2015-02-11,315000.0,98059,47.4756,-122.147,n,regular,0.0,0.0,winter,435000.0
9407100800,2014-11-24,255000.0,98045,47.4437,-121.772,n,regular,0.0,0.0,fall,399500.0
1873100060,2014-08-29,693000.0,98052,47.7048,-122.109,n,regular,0.0,0.0,summer,615000.0
8722101360,2014-12-02,780000.0,98112,47.6362,-122.302,n,regular,0.0,0.0,winter,912500.0
8644000060,2014-10-24,237000.0,98198,47.4207,-122.29,n,regular,0.0,0.0,fall,265000.0
3325069129,2014-12-16,525000.0,98074,47.6154,-122.047,n,regular,0.0,0.0,winter,645000.0
1400300055,2015-04-28,425000.0,98144,47.5964,-122.299,n,regular,0.0,0.0,spring,450000.0
2123039032,2014-10-27,369900.0,98070,47.4683,-122.438,y,good,0.0,0.0,fall,465000.0
8078560140,2014-05-19,290000.0,98031,47.4045,-122.171,n,regular,0.0,0.0,spring,288200.0
3438500192,2014-09-29,285000.0,98106,47.5544,-122.358,n,regular,0.0,0.0,fall,314250.0
7974200510,2014-08-14,415000.0,98115,47.6802,-122.29,n,regular,0.0,0.0,summer,564750.0
2557000400,2015-04-09,272500.0,98023,47.2988,-122.371,n,regular,0.0,0.0,spring,268750.0
7960900060,2015-05-04,2900000.0,98004,47.6312,-122.223,n,regular,0.0,0.0,spring,1150000.0
4054500390,2014-10-07,1365000.0,98077,47.7285,-122.042,n,regular,0.0,0.0,fall,652475.0
6378500125,2015-05-01,436000.0,98133,47.7107,-122.352,n,regular,0.0,0.0,spring,373000.0
1745100140,2014-10-17,210000.0,98003,47.3271,-122.323,n,regular,0.0,0.0,fall,266500.0
2976800796,2014-09-25,236000.0,98178,47.5053,-122.255,n,regular,0.0,0.0,fall,279000.0
