id,lat,long,street,house_num,city,neighbourhood,state,address
2821049082,47.2791,-122.3,South 360th Street,2606,NA,King County,Washington,"South 360th Street, 2606"
4222310680,47.3463,-122.308,20th Avenue South,28403,NA,King County,Washington,"20th Avenue South, 28403"
3584000180,47.3182,-122.319,South 316th Street,1033,NA,King County,Washington,"South 316th Street, 1033"
1697000370,47.3731,-122.312,16th Place South,25422,NA,Woodmont,Washington,"16th Place South, 25422"
6052401215,47.4039,-122.323,8th Avenue South,22018,NA,Downtown Des Moines,Washington,"8th Avenue South, 22018"
3530410020,47.3794,-122.32,11th Avenue South,24801,NA,Zenith,Washington,"11th Avenue South, 24801"
84000335,47.4851,-122.338,Southwest 132nd Street,228,NA,Inglesea,Washington,"Southwest 132nd Street, 228"
123039424,47.5073,-122.372,31st Avenue Southwest,10630,Seattle,Arroyo Heights,Washington,"31st Avenue Southwest, 10630"
6303400520,47.5073,-122.36,21st Avenue Southwest,10658,Seattle,Shorewood,Washington,"21st Avenue Southwest, 10658"
7454001120,47.5122,-122.374,33rd Avenue Southwest,10119,Seattle,Arroyo Heights,Washington,"33rd Avenue Southwest, 10119"
7889600080,47.4933,-122.338,3rd Avenue Southwest,12246,NA,Beverly Park,Washington,"3rd Avenue Southwest, 12246"
7907600100,47.5011,-122.336,Southwest 114th Street,155,Seattle,Beverly Park,Washington,"Southwest 114th Street, 155"
722079104,47.4109,-121.958,290th Avenue Southeast,21315,NA,King County,Washington,"290th Avenue Southeast, 21315"
1545808560,47.3592,-122.046,Southeast 271st Street,22054,NA,Rock Creek Meadows,Washington,"Southeast 271st Street, 22054"
922069139,47.407,-122.045,Southeast Bain Road,22201,NA,King County,Washington,"Southeast Bain Road, 22201"
1545807990,47.3583,-122.056,Southeast 271st Place,21309,NA,Cherokee Bay,Washington,"Southeast 271st Place, 21309"
1545802850,47.359,-122.05,Southeast 271st Street,21821,NA,Lakewood Estates,Washington,"Southeast 271st Street, 21821"
1545803340,47.3609,-122.05,Southeast 269th Street,21820,NA,Cherokee Bay,Washington,"Southeast 269th Street, 21820"
1545801970,47.3594,-122.054,216th Avenue Southeast,27022,NA,Cherokee Bay,Washington,"216th Avenue Southeast, 27022"
4396000180,47.3991,-121.964,Southeast 226th Street,28515,NA,King County,Washington,"Southeast 226th Street, 28515"
1441300130,47.3714,-122.054,215th Court Southeast,25756,NA,Maple Downs,Washington,"215th Court Southeast, 25756"
5111400086,47.4235,-122.051,Renton Maple Valley Road Southeast,19845,NA,King County,Washington,"Renton Maple Valley Road Southeast, 19845"
1545806720,47.3676,-122.046,221st Place Southeast,26020,NA,Cherokee Bay,Washington,"221st Place Southeast, 26020"
646500070,47.5941,-122.142,Southeast 18th Place,14819,Bellevue,King County,Washington,"Southeast 18th Place, 14819"
4039400410,47.606,-122.135,Southeast 4th Place,15400,Bellevue,King County,Washington,"Southeast 4th Place, 15400"
2207200635,47.6023,-122.132,Southeast 9th Street,15542,Bellevue,King County,Washington,"Southeast 9th Street, 15542"
3188100400,47.69,-122.304,Northeast 83rd Street,2202,Seattle,King County,Washington,"Northeast 83rd Street, 2202"
8815400105,47.6743,-122.285,40th Avenue Northeast,6209,Seattle,Hawthorne Hills,Washington,"40th Avenue Northeast, 6209"
2464400340,47.6859,-122.322,Northeast 79th Street,519,Seattle,King County,Washington,"Northeast 79th Street, 519"
9547205225,47.6821,-122.31,17th Avenue Northeast,7331,Seattle,King County,Washington,"17th Avenue Northeast, 7331"
3908100020,47.6827,-122.289,35th Avenue Northeast,7340,Seattle,Wedgwood,Washington,"35th Avenue Northeast, 7340"
3692900010,47.6783,-122.298,27th Avenue Northeast,6822,Seattle,Ravenna,Washington,"27th Avenue Northeast, 6822"
2979800845,47.6846,-122.317,Roosevelt Way Northeast,7550,Seattle,King County,Washington,"Roosevelt Way Northeast, 7550"
3735901600,47.687,-122.32,Northeast 80th Street,802,Seattle,King County,Washington,"Northeast 80th Street, 802"
5101402435,47.6942,-122.304,Ravenna Avenue Northeast,9014,Seattle,King County,Washington,"Ravenna Avenue Northeast, 9014"
9222400565,47.6741,-122.323,5th Avenue Northeast,6058,Seattle,Meridian,Washington,"5th Avenue Northeast, 6058"
6884800262,47.6873,-122.314,Brooklyn Avenue Northeast,8018,Seattle,King County,Washington,"Brooklyn Avenue Northeast, 8018"
1566100450,47.6978,-122.297,Northeast 95th Street,2738,Seattle,Lavilla,Washington,"Northeast 95th Street, 2738"
2887701251,47.688,-122.308,19th Avenue Northeast,8045,Seattle,King County,Washington,"19th Avenue Northeast, 8045"
8024201210,47.6988,-122.313,Northeast 96th Street,1242,Seattle,King County,Washington,"Northeast 96th Street, 1242"
9221400600,47.674,-122.319,Northeast 63rd Street,825,Seattle,King County,Washington,"Northeast 63rd Street, 825"
2767600171,47.6757,-122.385,22nd Avenue Northwest,6411,Seattle,King County,Washington,"22nd Avenue Northwest, 6411"
2768301490,47.6655,-122.371,Northwest 50th Street,1100,Seattle,King County,Washington,"Northwest 50th Street, 1100"
2516000475,47.6585,-122.363,5th Avenue Northwest,4223,Seattle,King County,Washington,"5th Avenue Northwest, 4223"
452001280,47.6755,-122.367,Northwest 64th Street,822,Seattle,King County,Washington,"Northwest 64th Street, 822"
2516000486,47.6588,-122.362,4th Avenue Northwest,4235,Seattle,King County,Washington,"4th Avenue Northwest, 4235"
2768100040,47.6699,-122.369,9th Avenue Northwest,5609,Seattle,King County,Washington,"9th Avenue Northwest, 5609"
1175001135,47.6712,-122.393,28th Avenue Northwest,5807,Seattle,Sunset Hill,Washington,"28th Avenue Northwest, 5807"
2769602710,47.6752,-122.361,3rd Avenue Northwest,6233,Seattle,King County,Washington,"3rd Avenue Northwest, 6233"
5347200160,47.5188,-122.376,34th Avenue Southwest,9413,Seattle,Arroyo Heights,Washington,"34th Avenue Southwest, 9413"
7454000030,47.5172,-122.375,Southwest Roxbury Street,3229,Seattle,King County,Washington,"Southwest Roxbury Street, 3229"
9842300485,47.5285,-122.378,Southwest Thistle Street,3526,Seattle,King County,Washington,"Southwest Thistle Street, 3526"
2492200956,47.5338,-122.381,Southwest Holden Street,3804,Seattle,High Point,Washington,"Southwest Holden Street, 3804"
2695600195,47.5314,-122.378,Southwest Monroe Street,3528,Seattle,High Point,Washington,"Southwest Monroe Street, 3528"
7454000605,47.5161,-122.374,33rd Avenue Southwest,9716,Seattle,Arroyo Heights,Washington,"33rd Avenue Southwest, 9716"
7452500285,47.5195,-122.374,32nd Avenue Southwest,9308,Seattle,King County,Washington,"32nd Avenue Southwest, 9308"
7452500770,47.5201,-122.372,31st Avenue Southwest,9236,Seattle,King County,Washington,"31st Avenue Southwest, 9236"
4364200015,47.5318,-122.374,32nd Avenue Southwest,7903,Seattle,High Point,Washington,"32nd Avenue Southwest, 7903"
7454000990,47.5151,-122.372,31st Avenue Southwest,9817,Seattle,Arroyo Heights,Washington,"31st Avenue Southwest, 9817"
7454000875,47.5151,-122.372,31st Avenue Southwest,9817,Seattle,Arroyo Heights,Washington,"31st Avenue Southwest, 9817"
8122100160,47.5377,-122.376,35th Avenue Southwest,7156,Seattle,High Point,Washington,"35th Avenue Southwest, 7156"
8122100905,47.5359,-122.372,31st Avenue Southwest,7350,Seattle,High Point,Washington,"31st Avenue Southwest, 7350"
2130700860,47.7403,-121.984,Northeast Stephens Street,26556,NA,King County,Washington,"Northeast Stephens Street, 26556"
2129700142,47.7242,-121.951,Batten Road Northeast,14057,NA,King County,Washington,"Batten Road Northeast, 14057"
3363900111,47.68,-122.353,Dayton Avenue North,7011,Seattle,King County,Washington,"Dayton Avenue North, 7011"
3362900696,47.6838,-122.352,North 76th Street,509,Seattle,King County,Washington,"North 76th Street, 509"
3797000300,47.6868,-122.349,North 80th Street,719,Seattle,King County,Washington,"North 80th Street, 719"
3362400615,47.682,-122.348,North 73rd Street,742,Seattle,King County,Washington,"North 73rd Street, 742"
6430500010,47.6872,-122.35,Fremont Avenue North,8007,Seattle,King County,Washington,"Fremont Avenue North, 8007"
3797000680,47.6857,-122.349,North 78th Street,720,Seattle,King County,Washington,"North 78th Street, 720"
3363400655,47.6809,-122.351,North 72nd Street,535,Seattle,King County,Washington,"North 72nd Street, 535"
1931300425,47.6543,-122.347,Aurora Avenue North,3908,Seattle,King County,Washington,"Aurora Avenue North, 3908"
6046400755,47.6915,-122.345,Aurora Avenue North,8601,Seattle,Licton Springs,Washington,"Aurora Avenue North, 8601"
1172000150,47.6946,-122.357,Palatine Avenue North,9013,Seattle,King County,Washington,"Palatine Avenue North, 9013"
6813600365,47.6889,-122.33,Sunnyside Avenue North,8203,Seattle,Licton Springs,Washington,"Sunnyside Avenue North, 8203"
3797000330,47.6867,-122.349,North 80th Street,719,Seattle,King County,Washington,"North 80th Street, 719"
8021701115,47.6913,-122.333,North 86th Street,2116,Seattle,Licton Springs,Washington,"North 86th Street, 2116"
9266701085,47.6926,-122.346,North 88th Street,929,Seattle,Licton Springs,Washington,"North 88th Street, 929"
9266700256,47.6939,-122.348,North 90th Street,743,Seattle,King County,Washington,"North 90th Street, 743"
3797000035,47.6867,-122.345,North 80th Street,949,Seattle,King County,Washington,"North 80th Street, 949"
6431500122,47.6931,-122.352,Dayton Avenue North,8728,Seattle,King County,Washington,"Dayton Avenue North, 8728"
1972201161,47.654,-122.35,Fremont Way North,NA,Seattle,King County,Washington,"Fremont Way North, NA"
1997200245,47.6928,-122.339,Ashworth Avenue North,8818,Seattle,Licton Springs,Washington,"Ashworth Avenue North, 8818"
1202000200,47.3048,-122.218,I Street Southeast,316,NA,King County,Washington,"I Street Southeast, 316"
1450100070,47.2898,-122.221,21st Street Southeast,604,NA,Stuck,Washington,"21st Street Southeast, 604"
3021059155,47.2811,-122.214,M Street Southeast,3019,NA,King County,Washington,"M Street Southeast, 3019"
7116000425,47.303,-122.217,5th Street Southeast,910,NA,King County,Washington,"5th Street Southeast, 910"
3339900640,47.3184,-122.22,12th Street Northeast,804,NA,King County,Washington,"12th Street Northeast, 804"
1921059235,47.2898,-122.222,21st Street Southeast,506,NA,Stuck,Washington,"21st Street Southeast, 506"
7116500125,47.3025,-122.224,D Street Southeast,508,NA,King County,Washington,"D Street Southeast, 508"
8581400450,47.297,-122.225,12th Street Southeast,242,NA,King County,Washington,"12th Street Southeast, 242"
1450100420,47.2891,-122.221,Cedar Drive Southeast,604,NA,Stuck,Washington,"Cedar Drive Southeast, 604"
6131600255,47.323,-122.216,17th Street Northeast,1031,NA,King County,Washington,"17th Street Northeast, 1031"
9150100020,47.3006,-122.223,8th Street Southeast,414,NA,King County,Washington,"8th Street Southeast, 414"
7335400020,47.3066,-122.217,J Street Southeast,112,NA,King County,Washington,"J Street Southeast, 112"
8581400015,47.297,-122.227,B Street Southeast,1305,NA,King County,Washington,"B Street Southeast, 1305"
9499200220,47.3089,-122.213,M Street Northeast,28,NA,King County,Washington,"M Street Northeast, 28"
7335400065,47.307,-122.217,1st Street Southeast,1003,NA,King County,Washington,"1st Street Southeast, 1003"
1755700060,47.7458,-122.331,North 161st Street,2362,NA,Meridian Park,Washington,"North 161st Street, 2362"
726049184,47.7512,-122.34,Ashworth Avenue North,16720,NA,Meridian Park,Washington,"Ashworth Avenue North, 16720"
396100025,47.7461,-122.332,North 161st Place,2316,NA,Meridian Park,Washington,"North 161st Place, 2316"
6671900130,47.74,-122.343,Stone Avenue North,15321,NA,King County,Washington,"Stone Avenue North, 15321"
414100630,47.7479,-122.343,Midvale Avenue North,16371,NA,Meridian Park,Washington,"Midvale Avenue North, 16371"
2231800020,47.7685,-122.332,North 192nd Street,2310,NA,King County,Washington,"North 192nd Street, 2310"
626049091,47.7641,-122.341,Ashworth Avenue North,18613,NA,Meridian Park,Washington,"Ashworth Avenue North, 18613"
7276100145,47.7619,-122.343,Stone Avenue North,18316,NA,Meridian Park,Washington,"Stone Avenue North, 18316"
3705900124,47.7617,-122.335,Meridian Avenue North,18313,NA,Meridian Park,Washington,"Meridian Avenue North, 18313"
415100085,47.7451,-122.339,Densmore Avenue North,15913,NA,Meridian Park,Washington,"Densmore Avenue North, 15913"
1397300120,47.7508,-122.352,North 167th Street,645,NA,King County,Washington,"North 167th Street, 645"
6671900095,47.7412,-122.343,Stone Avenue North,15345,NA,King County,Washington,"Stone Avenue North, 15345"
6885900415,47.7427,-122.34,Ashworth Avenue North,15647,NA,Meridian Park,Washington,"Ashworth Avenue North, 15647"
1074100110,47.7708,-122.335,Meridian Avenue North,19598,NA,King County,Washington,"Meridian Avenue North, 19598"
191100045,47.5639,-122.217,Southeast 46th Street,9140,NA,King County,Washington,"Southeast 46th Street, 9140"
5458800125,47.5786,-122.236,77th Avenue Southeast,3584,NA,Mercer Heights,Washington,"77th Avenue Southeast, 3584"
5450900140,47.5562,-122.22,90th Avenue Southeast,5235,NA,King County,Washington,"90th Avenue Southeast, 5235"
3626500045,47.571,-122.227,Island Crest Way,4201,NA,Mercer Heights,Washington,"Island Crest Way, 4201"
5315100806,47.5833,-122.242,NA,NA,NA,King County,Washington,"NA, NA"
5021900160,47.5768,-122.222,88th Avenue Southeast,3710,NA,Fortuna,Washington,"88th Avenue Southeast, 3710"
5451210100,47.5351,-122.223,86th Avenue Southeast,7509,NA,King County,Washington,"86th Avenue Southeast, 7509"
5482700100,47.5665,-122.229,West Mercer Way,NA,NA,Mercer Heights,Washington,"West Mercer Way, NA"
5021900779,47.5753,-122.224,86th Avenue Southeast,3955,NA,Fortuna,Washington,"86th Avenue Southeast, 3955"
1483300430,47.588,-122.251,62nd Avenue Southeast,2557,NA,McGilvra,Washington,"62nd Avenue Southeast, 2557"
5021900175,47.5763,-122.222,88th Avenue Southeast,3812,NA,Fortuna,Washington,"88th Avenue Southeast, 3812"
1824059079,47.5705,-122.225,85th Avenue Southeast,4254,NA,Mercer Heights,Washington,"85th Avenue Southeast, 4254"
2174503441,47.5866,-122.25,63rd Avenue Southeast,2727,NA,McGilvra,Washington,"63rd Avenue Southeast, 2727"
5459000240,47.5754,-122.233,79th Avenue Southeast,3920,NA,Mercer Heights,Washington,"79th Avenue Southeast, 3920"
6672900220,47.5528,-122.221,Southeast 56th Street,8800,NA,King County,Washington,"Southeast 56th Street, 8800"
5460900120,47.5749,-122.213,96th Avenue Southeast,3912,NA,Fortuna,Washington,"96th Avenue Southeast, 3912"
5459000305,47.5767,-122.233,79th Avenue Southeast,3776,NA,Mercer Heights,Washington,"79th Avenue Southeast, 3776"
2599001200,47.2909,-122.189,Fir Street Southeast,2020,NA,King County,Washington,"Fir Street Southeast, 2020"
7749500160,47.2966,-122.19,Scenic Drive,2924,NA,King County,Washington,"Scenic Drive, 2924"
3977630270,47.3174,-122.127,161st Place Southeast,31705,NA,King County,Washington,"161st Place Southeast, 31705"
3521059042,47.2716,-122.144,Southeast 368th Place,14812,NA,King County,Washington,"Southeast 368th Place, 14812"
3903200050,47.2874,-122.187,Hemlock Street Southeast,2320,NA,King County,Washington,"Hemlock Street Southeast, 2320"
3977630130,47.3156,-122.128,160th Place Southeast,31914,NA,King County,Washington,"160th Place Southeast, 31914"
7524600120,47.3197,-122.117,168th Way Southeast,31314,NA,King County,Washington,"168th Way Southeast, 31314"
4137020820,47.2595,-122.218,James Place Southeast,5421,NA,King County,Washington,"James Place Southeast, 5421"
1922059010,47.3857,-122.215,South 241st Street,9409,NA,King County,Washington,"South 241st Street, 9409"
1922059401,47.3834,-122.215,94th Avenue South,24322,NA,King County,Washington,"94th Avenue South, 24322"
7011201470,47.6364,-122.371,11th Avenue West,1910,Seattle,Interbay,Washington,"11th Avenue West, 1910"
2652500070,47.6423,-122.361,3rd Avenue West,2561,Seattle,King County,Washington,"3rd Avenue West, 2561"
6819100150,47.6448,-122.358,1st Avenue West,2718,Seattle,King County,Washington,"1st Avenue West, 2718"
4232903265,47.6333,-122.362,West Garfield Street,321,Seattle,King County,Washington,"West Garfield Street, 321"
3303700376,47.6221,-122.314,East Harrison Street,1414,Seattle,King County,Washington,"East Harrison Street, 1414"
4385700765,47.6374,-122.279,42nd Avenue East,2015,Seattle,Edgewater Park,Washington,"42nd Avenue East, 2015"
8712100575,47.6364,-122.3,26th Avenue East,1915,Seattle,Montlake,Washington,"26th Avenue East, 1915"
5016002180,47.6233,-122.3,25th Avenue East,419,Seattle,King County,Washington,"25th Avenue East, 419"
1337800855,47.6308,-122.312,East Highland Drive,1510,Seattle,King County,Washington,"East Highland Drive, 1510"
9828700900,47.6205,-122.294,East John Street,2918,Seattle,King County,Washington,"East John Street, 2918"
6788201015,47.6408,-122.3,East Calhoun Street,2505,Seattle,Montlake,Washington,"East Calhoun Street, 2505"
6788200360,47.6412,-122.302,24th Avenue East,2456,Seattle,Montlake,Washington,"24th Avenue East, 2456"
8805900570,47.6419,-122.306,East Miller Street,1924,Seattle,Montlake,Washington,"East Miller Street, 1924"
8712100720,47.6378,-122.301,24th Avenue East,1888,Seattle,Montlake,Washington,"24th Avenue East, 1888"
9828700235,47.6204,-122.292,31st Avenue East,206,Seattle,King County,Washington,"31st Avenue East, 206"
7955040160,47.6644,-122.144,Northeast 65th Street,14699,NA,King County,Washington,"Northeast 65th Street, 14699"
8045000340,47.6688,-122.161,Northeast 75th Street,NA,NA,King County,Washington,"Northeast 75th Street, NA"
9512501370,47.6707,-122.149,143rd Avenue Northeast,7319,NA,King County,Washington,"143rd Avenue Northeast, 7319"
1842300050,47.6696,-122.149,143rd Avenue Northeast,14233,NA,King County,Washington,"143rd Avenue Northeast, 14233"
339600190,47.6826,-122.096,Northeast 91st Street,9105,NA,King County,Washington,"Northeast 91st Street, 9105"
623069068,47.5081,-122.093,185th Avenue Southeast,NA,NA,King County,Washington,"185th Avenue Southeast, NA"
5710600030,47.5328,-122.051,West Sunset Way,918,NA,King County,Washington,"West Sunset Way, 918"
2354300740,47.5286,-122.032,Southeast Bush Street,276,NA,King County,Washington,"Southeast Bush Street, 276"
3424069145,47.5271,-122.036,1st Avenue Southeast,400,NA,King County,Washington,"1st Avenue Southeast, 400"
5279100675,47.5321,-122.029,Northeast Birch Street,468,NA,King County,Washington,"Northeast Birch Street, 468"
2623069031,47.4564,-122.004,252nd Avenue Southeast,16206,NA,King County,Washington,"252nd Avenue Southeast, 16206"
2523069146,47.4511,-121.976,Tiger Mountain Road Southeast,16729,NA,King County,Washington,"Tiger Mountain Road Southeast, 16729"
3388300730,47.4936,-122.069,206th Place Southeast,12021,NA,King County,Washington,"206th Place Southeast, 12021"
1823069155,47.4845,-122.08,195th Place Southeast,13129,NA,Ravenswood,Washington,"195th Place Southeast, 13129"
5706200370,47.5246,-122.044,Mountain Park Boulevard Southwest,502,NA,King County,Washington,"Mountain Park Boulevard Southwest, 502"
5561000430,47.4612,-121.992,Southeast 158th Street,26044,NA,King County,Washington,"Southeast 158th Street, 26044"
5561401530,47.4718,-122.009,Southeast 146th Street,24809,NA,Mirrormont,Washington,"Southeast 146th Street, 24809"
3424069066,47.5172,-122.027,Lewis Lane Southeast,568,NA,Sycamore,Washington,"Lewis Lane Southeast, 568"
1254200075,47.6802,-122.388,24th Avenue Northwest,7021,Seattle,Loyal Heights,Washington,"24th Avenue Northwest, 7021"
2919702075,47.6886,-122.361,Northwest 82nd Street,306,Seattle,Whittier Heights,Washington,"Northwest 82nd Street, 306"
7518502490,47.6801,-122.38,18th Avenue Northwest,7017,Seattle,Whittier Heights,Washington,"18th Avenue Northwest, 7017"
9268200600,47.6959,-122.364,6th Avenue Northwest,9059,Seattle,Crown Hill,Washington,"6th Avenue Northwest, 9059"
9268200315,47.6964,-122.365,7th Avenue Northwest,9209,Seattle,Crown Hill,Washington,"7th Avenue Northwest, 9209"
7518505070,47.6769,-122.383,21st Avenue Northwest,6530,Seattle,King County,Washington,"21st Avenue Northwest, 6530"
2028701165,47.6764,-122.366,8th Avenue Northwest,NA,Seattle,Whittier Heights,Washington,"8th Avenue Northwest, NA"
3501600135,47.6933,-122.361,Northwest 89th Street,309,Seattle,Crown Hill,Washington,"Northwest 89th Street, 309"
4443800960,47.6871,-122.391,27th Avenue Northwest,8009,Seattle,Loyal Heights,Washington,"27th Avenue Northwest, 8009"
2880100240,47.6789,-122.365,7th Avenue Northwest,6739,Seattle,Whittier Heights,Washington,"7th Avenue Northwest, 6739"
7518503685,47.6765,-122.381,19th Avenue Northwest,NA,Seattle,King County,Washington,"19th Avenue Northwest, NA"
1862400087,47.6966,-122.375,Mary Avenue Northwest,9214,Seattle,Crown Hill,Washington,"Mary Avenue Northwest, 9214"
7518507330,47.6765,-122.386,Jones Avenue Northwest,6520,Seattle,King County,Washington,"Jones Avenue Northwest, 6520"
2872100385,47.6826,-122.394,Northwest 74th Street,2822,Seattle,Loyal Heights,Washington,"Northwest 74th Street, 2822"
2856101479,47.6778,-122.389,25th Avenue Northwest,6703,Seattle,Loyal Heights,Washington,"25th Avenue Northwest, 6703"
2356800020,47.6914,-122.372,12th Avenue Northwest,8531,Seattle,Crown Hill,Washington,"12th Avenue Northwest, 8531"
2922701085,47.6887,-122.368,9th Avenue Northwest,8060,Seattle,Whittier Heights,Washington,"9th Avenue Northwest, 8060"
4449800063,47.6892,-122.393,28th Avenue Northwest,8310,Seattle,Loyal Heights,Washington,"28th Avenue Northwest, 8310"
4443800940,47.687,-122.391,27th Avenue Northwest,8005,Seattle,Loyal Heights,Washington,"27th Avenue Northwest, 8005"
1432400335,47.452,-122.177,123rd Avenue Southeast,16812,NA,King County,Washington,"123rd Avenue Southeast, 16812"
2473400340,47.4525,-122.162,133rd Place Southeast,16710,NA,King County,Washington,"133rd Place Southeast, 16710"
1431700370,47.4599,-122.172,Southeast 160th Street,12611,NA,King County,Washington,"Southeast 160th Street, 12611"
5112800421,47.4517,-122.082,Southeast 168th Street,19403,NA,King County,Washington,"Southeast 168th Street, 19403"
2473400570,47.4528,-122.163,133rd Place Southeast,16703,NA,King County,Washington,"133rd Place Southeast, 16703"
2473250850,47.4562,-122.158,Southeast Fairwood Boulevard,13616,NA,Fairwood West,Washington,"Southeast Fairwood Boulevard, 13616"
2817800100,47.4286,-122.179,121st Place Southeast,19254,NA,King County,Washington,"121st Place Southeast, 19254"
1423600300,47.4553,-122.174,126th Avenue Southeast,16512,NA,King County,Washington,"126th Avenue Southeast, 16512"
1432400525,47.4518,-122.179,121st Avenue Southeast,16820,NA,King County,Washington,"121st Avenue Southeast, 16820"
1432900150,47.4567,-122.171,Southeast 164th Street,12762,NA,King County,Washington,"Southeast 164th Street, 12762"
5126400150,47.4768,-122.177,Southeast 6th Street,3108,NA,Maplewood Glen,Washington,"Southeast 6th Street, 3108"
8856890330,47.463,-122.125,Southeast 156th Street,16110,NA,Summerfield,Washington,"Southeast 156th Street, 16110"
984100340,47.4351,-122.173,126th Place Southeast,18601,NA,Boulevard Place,Washington,"126th Place Southeast, 18601"
2473101360,47.4492,-122.157,Southeast 171st Place,13634,NA,King County,Washington,"Southeast 171st Place, 13634"
1432900310,47.4579,-122.17,128th Avenue Southeast,16134,NA,King County,Washington,"128th Avenue Southeast, 16134"
1432701510,47.45,-122.175,125th Avenue Southeast,16882,NA,King County,Washington,"125th Avenue Southeast, 16882"
7229100040,47.4495,-122.17,128th Avenue Southeast,17021,NA,King County,Washington,"128th Avenue Southeast, 17021"
5126400230,47.4763,-122.177,Southeast 6th Street,3113,NA,Maplewood Glen,Washington,"Southeast 6th Street, 3113"
1423700680,47.4559,-122.183,Southeast 164th Street,11811,NA,King County,Washington,"Southeast 164th Street, 11811"
1431700280,47.4602,-122.171,Southeast 160th Street,12638,NA,King County,Washington,"Southeast 160th Street, 12638"
